sn,food_name,edible_portion,moisture,protein,fat,carbs,minerals,fiber,calories,calcium,phosphorus,iron,carotene,vitamin_c,thiamine,riboflavin,niacin,cluster_id,breakfast,lunch,dinner,food_name_clean
345,"Ginger, fresh",,80.9,2.3,0.9,12.3,1.2,2.4,67.0,20.0,60.0,3.5,40.0,6.0,0.06,0.03,0.6,0,0,1,1,ginger fresh
346,Mace,,15.9,6.5,24.5,47.8,1.6,3.8,437.0,180.0,100.0,12.6,3027.0,0.0,0.25,0.42,1.4,4,0,0,0,mace
347,Nutmeg,,14.3,7.5,36.4,28.5,1.7,11.6,472.0,120.0,240.0,2.03,0.0,0.0,0.33,0.01,1.4,3,0,0,0,nutmeg
348,Omum,,7.4,17.1,21.8,24.6,7.9,21.2,363.0,1525.0,443.0,12.5,71.0,,0.21,0.28,2.1,3,0,0,0,omum
349,pepper dry,95.0,18.2,11.5,6.8,49.2,4.4,14.9,304.0,460.0,198.0,12.4,1080.0,,0.09,0.14,1.4,3,0,0,0,pepper dry
350,Pepper green,81.0,70.6,4.8,2.7,13.7,1.8,6.4,98.0,270.0,70.0,2.4,540.0,1.0,0.05,0.04,0.2,0,0,0,0,pepper green
351,Tamarind pulp,,20.9,3.1,0.1,67.4,2.9,5.6,283.0,170.0,110.0,17.0,60.0,3.0,,0.07,0.7,4,0,1,1,tamarind pulp
352,Turmeric,100.0,13.1,6.3,5.1,69.4,3.5,2.6,349.0,150.0,282.0,67.8,30.0,0.0,0.03,0.0,2.3,4,0,0,0,turmeric
353,Timur,100.0,13.54,4.8,6.24,17.9,8.23,1.5,129.0,,,59.94,,,,,,0,0,0,0,timur
354,Zimbu,100.0,18.44,4.8,0.9,17.9,9.73,1.5,129.0,,,48.9,,,,,,0,0,0,0,zimbu
355,"Lime, peel",,66.5,1.8,0.5,29.4,1.8,1.5,129.0,710.0,60.0,2.7,,,,,,0,1,0,0,lime peel
356,Almond,,5.2,20.8,58.9,10.5,2.9,1.7,665.0,230.0,490.0,5.09,0.0,0.0,,,,5,0,1,1,almond
357,Cashew nut,,5.9,21.2,46.9,22.3,2.4,1.3,596.0,50.0,450.0,5.8,60.0,0.0,,,,5,0,1,1,cashew nut
358,Coconut (dry),,4.3,6.8,62.3,18.4,1.6,6.6,662.0,400.0,210.0,7.8,0.0,7.0,,,,5,0,1,1,coconut dry
359,Coconut (fresh),100.0,36.3,4.5,41.6,13.0,1.0,3.6,444.0,10.0,240.0,1.7,0.0,1.0,0.05,0.1,0.8,5,0,1,1,coconut fresh
360,chilgoza,,4.0,13.9,49.3,29.0,2.8,1.0,615.0,91.0,494.0,3.6,,0.0,0.32,0.3,3.6,5,0,1,1,chilgoza
361,Filinge( Jhusetil),,2.2,25.6,41.4,22.3,4.7,3.1,567.0,,,,,,,,,5,0,1,1,filinge jhusetil
362,Groundnut,73.0,3.0,25.3,40.1,26.1,2.4,3.1,567.0,90.0,350.0,2.5,37.0,0.0,,,,5,0,1,1,groundnut
363,"Groundnut, roasted",69.0,1.7,26.2,39.8,26.7,2.5,3.1,570.0,77.0,370.0,3.1,,0.0,0.39,0.13,22.1,5,0,1,1,groundnut roasted
364,Linseed seeds,99.0,6.5,20.3,37.7,28.3,2.4,4.8,533.0,170.0,370.0,2.7,30.0,0.0,,,,5,0,1,1,linseed seeds
365,Walnut,45.0,4.5,15.6,64.5,11.0,1.8,2.6,687.0,100.0,380.0,2.04,6.0,0.0,,,,5,0,1,1,walnut
366,Silam,100.0,6.2,20.0,22.1,30.6,3.5,3.13,461.0,,,,,,,,,5,0,1,1,silam
367,Mustard seed,,8.5,20.0,39.7,23.8,4.2,1.8,541.0,490.0,700.0,7.9,162.0,0.0,,,,5,0,1,1,mustard seed
368,Niger seed,,4.2,23.9,39.0,17.1,4.9,10.9,515.0,300.0,224.0,56.7,,,,,,5,0,1,1,niger seed
369,Pistachio nut,,5.6,19.8,53.5,16.2,2.8,2.1,626.0,140.0,430.0,7.7,144.0,,,,,5,0,1,1,pistachio nut
370,Poppy Seed,,4.9,15.1,2.3,75.3,5.9,1.9,382.0,981.0,625.0,5.2,,,0.88,0.0,0.8,4,0,1,1,poppy seed
371,Safflower seed,,5.5,13.5,25.6,17.9,2.6,34.9,356.0,236.0,823.0,4.6,,,,,,3,0,1,1,safflower seed
372,Sunflower seed,52.0,5.5,19.8,52.1,17.9,3.7,1.0,620.0,280.0,670.0,5.0,0.0,1.0,,,,5,0,1,1,sunflower seed
374,Sesame seed black,,6.36,21.3,47.97,9.33,6.12,8.86,554.0,,,,,,,,,5,0,1,1,sesame seed black
375,Sesame seed white,,4.28,25.9,49.57,12.4,5.34,2.53,599.0,,442.0,4.59,,,,,,5,0,1,1,sesame seed white
376,Sesame seed brown,,5.88,23.4,37.3,22.9,7.62,2.89,521.0,,480.0,16.13,,,,,,5,0,1,1,sesame seed brown
377,Siltimur,,5.1,7.1,42.15,26.3,4.95,14.4,542.0,,,,,,,,,3,0,0,0,siltimur
378,Bhang ko geda,,6.2,19.9,34.8,30.6,5.26,3.1,516.0,,,,,,,,,5,0,0,0,bhang ko geda
379,Buffalo meat (lean meat),,78.7,19.4,0.9,0.0,1.0,1.5,86.0,3.0,189.0,,,,,,,0,0,0,0,buffalo meat lean meat
380,Buff Sausage,100.0,67.34,15.9,5.64,8.8,2.21,1.5,150.0,,,,,,,,,0,0,1,0,buff sausage
381,Chicken flesh,,68.7,18.8,17.6,0.0,1.1,0.0,187.0,12.0,188.0,3.0,0.0,,,,,0,0,1,1,chicken flesh
382,Chicken Sausage,100.0,64.62,16.5,18.8,0.0,2.0,0.09,253.0,,167.0,0.55,,,,,,5,0,1,1,chicken sausage
383,Duck meat,,72.3,21.6,4.8,0.0,1.2,1.5,130.0,4.0,235.0,,,,,,,0,0,0,0,duck meat
384,Field rat's meet,,73.9,23.6,1.0,0.9,1.4,1.5,104.0,30.0,242.0,,,,,,,0,0,1,1,field rat s meet
385,Finch,,68.8,26.6,3.0,17.9,1.7,1.5,133.0,90.0,347.0,,,,,,,1,0,1,1,finch
386,Goat- Meat(Lean meat),,74.2,21.4,3.6,0.0,1.1,1.5,118.0,12.0,193.0,,,,,,,0,0,0,0,goat meat lean meat
387,"Liver , goat",,76.3,20.0,3.0,17.9,1.3,1.5,107.0,17.0,279.0,,,,,,17.6,0,1,0,0,liver goat
388,"Liver , sheep",,70.4,19.3,7.5,1.3,1.5,1.5,150.0,10.0,380.0,6.3,,20.0,0.36,1.7,6.8,0,0,1,0,liver sheep
389,Mutton muscle,,71.5,18.5,13.3,17.9,1.3,1.5,194.0,150.0,150.0,2.5,,,0.36,0.14,2.8,1,0,1,1,mutton muscle
390,Pork muscle,,77.4,18.7,4.4,17.9,1.0,1.5,114.0,30.0,200.0,2.2,,,,,,0,0,0,1,pork muscle
391,Pigeon meat,,70.4,23.3,4.9,17.9,1.4,1.5,137.0,12.0,290.0,,,2.0,0.18,0.09,2.8,1,0,0,0,pigeon meat
392,Ham Sliced (Barume),100.0,65.49,20.8,23.9,12.5,2.45,1.5,349.0,12.41,175.5,0.67,,,,,,5,0,1,1,ham sliced barume
393,Ham(Smoked),100.0,63.2,21.4,15.0,0.4,,0.002,122.0,8.65,240.0,1.05,,,,,,0,0,1,1,ham smoked
394,Pork Bacon (Swiss Gourmet),100.0,50.0,14.9,21.0,10.1,4.0,0.02,289.0,,173.0,0.72,,,,,,5,0,1,0,pork bacon swiss gourmet
395,Pork Prine Bacon,,51.62,18.8,23.0,3.4,3.2,0.012,296.0,,311.0,0.53,,,,,,5,0,1,0,pork prine bacon
396,Pork Sausages,100.0,63.36,19.2,28.95,13.7,2.21,1.5,392.0,15.53,286.0,0.83,,,,,,5,0,1,0,pork sausages
397,Salami Cooked,100.0,57.0,17.8,4.0,0.0,4.9,0.012,172.0,9.75,195.0,1.65,,,,,,0,0,1,1,salami cooked
398,"Snail , small",,78.9,12.6,1.0,3.7,3.8,1.5,74.0,1321.0,147.0,,,,,,,0,0,1,1,snail small
399,"Snail , big",,74.1,10.5,0.6,12.4,2.4,1.5,97.0,870.0,116.0,,,,0.54,,,0,0,1,1,snail big
400,Turtle meat,,79.4,16.5,1.5,1.5,1.1,1.5,86.0,7.0,162.0,,,,,,,0,0,0,0,turtle meat
401,Venison,,75.3,21.0,0.6,1.9,1.2,1.5,97.0,3.0,233.0,,,,,,,0,0,0,1,venison
402,Duck- egg,,71.0,13.5,13.5,0.8,1.0,1.5,181.0,70.0,260.0,2.5,540.0,,0.12,0.26,0.1,0,1,0,0,duck egg
403,Hen- egg,,73.7,13.3,13.3,17.9,1.0,1.5,173.0,60.0,220.0,2.1,600.0,0.0,0.1,0.4,,0,1,0,0,hen egg
404,Battai-egg( Quail egg),,74.35,13.0,11.09,0.41,,1.5,158.0,62.0,220.0,3.7,,0.0,,,,0,1,0,0,battai egg quail egg
405,Bam fish,,74.8,16.1,0.9,6.9,1.3,1.5,100.0,330.0,240.0,0.8,,3.0,,,0.3,0,0,0,0,bam fish
406,Hisla,,53.7,21.8,19.4,2.9,2.2,1.5,273.0,180.0,280.0,2.1,,24.0,,,2.8,5,0,0,1,hisla
407,Katla,,73.7,19.5,2.4,2.9,1.5,1.5,111.0,530.0,235.0,0.9,,,,,0.8,0,0,0,1,katla
408,Kol,,70.0,14.8,8.8,4.4,2.0,1.5,156.0,410.0,390.0,1.4,,32.0,,,0.8,0,0,1,1,kol
409,Mungri,,78.5,15.0,1.0,4.2,1.3,1.5,86.0,210.0,290.0,0.7,,11.0,,,0.5,0,0,1,1,mungri
410,Singhi,,68.0,22.8,0.6,6.9,1.7,1.5,124.0,670.0,650.0,2.3,,9.0,,,0.8,1,0,1,1,singhi
411,Tengra fish,,70.0,19.2,6.4,2.3,2.1,1.5,144.0,270.0,170.0,2.0,,18.0,,,,0,0,0,0,tengra fish
412,Prawn,45.0,77.4,19.1,1.0,0.8,1.7,1.5,89.0,323.0,278.0,5.3,0.0,,0.01,0.01,4.8,0,0,0,1,prawn
413,Crab small,,65.3,11.2,9.8,9.1,4.6,1.5,169.0,1606.0,253.0,,,,,,,0,0,0,1,crab small
414,Rahu,78.0,76.7,16.7,1.4,4.4,0.9,1.5,97.0,650.0,175.0,1.0,0.0,22.0,0.05,0.05,0.7,0,0,0,1,rahu
415,Dry fish (Sun dried ),,13.96,64.9,4.21,16.9,,1.5,366.0,,,,,,,,,1,0,0,0,dry fish sun dried
416,Dried Fish,,19.7,58.5,11.14,17.9,,1.5,129.0,,,,,,,,,1,0,0,0,dried fish
417,Salted Dry Fish,,13.4,62.2,6.03,18.4,,1.5,377.0,,,,,,,,,1,0,0,0,salted dry fish
418,Smoked Dry Fish,,10.42,70.8,7.23,11.6,,1.5,391.0,,,,,,,,,1,0,0,0,smoked dry fish
419,Buffalo milk,100.0,81.0,4.3,6.5,7.4,0.8,1.5,105.0,210.0,130.0,0.2,160.0,1.0,0.04,0.1,0.1,0,1,0,0,buffalo milk
420,Cow milk,100.0,87.5,3.2,4.1,4.4,0.8,1.5,67.0,120.0,90.0,0.2,174.0,2.0,0.05,0.19,0.1,0,1,0,0,cow milk
421,Curd,100.0,89.1,3.1,4.0,3.0,0.8,1.5,60.0,149.0,93.0,0.2,137.0,1.0,0.02,0.05,0.1,0,1,1,1,curd
422,Dairy's milk,,,3.0,0.9,17.9,,1.5,129.0,,,,,,,,,0,1,0,0,dairy s milk
423,Goat milk,100.0,86.8,3.3,4.5,4.6,0.8,1.5,72.0,170.0,120.0,0.3,,1.0,,0.04,0.3,0,1,0,0,goat milk
424,Sheep milk,100.0,83.0,5.4,6.0,5.1,,1.5,95.0,170.0,,,,,,,,0,1,0,0,sheep milk
425,Paneer,100.0,47.5,23.7,26.0,0.6,1.9,0.3,331.0,441.0,435.0,4.5,,,,,,5,1,1,1,paneer
426,Cheese,100.0,40.3,24.1,25.1,6.3,4.2,1.5,348.0,790.0,520.0,2.1,,,,,,5,1,0,0,cheese
427,Human milk,100.0,88.0,1.1,3.4,7.4,0.1,1.5,65.0,28.0,11.0,,182.0,3.0,0.05,0.02,,0,1,0,0,human milk
428,Buttermilk,100.0,97.5,0.8,1.1,0.5,0.1,1.5,15.0,30.0,30.0,0.1,102.0,,0.05,,,0,1,0,0,buttermilk
429,Khuwa (whole buffalo milk),100.0,30.6,14.6,31.2,20.5,3.1,1.5,421.0,650.0,420.0,5.8,273.0,,,,,5,1,0,0,khuwa whole buffalo milk
430,Skimmed milk powder (cow's milk),100.0,4.1,38.0,0.1,51.0,6.8,1.5,357.0,1370.0,1000.0,1.4,,5.0,,1.64,1.0,1,1,0,0,skimmed milk powder cow s milk
431,"Channa, buffalo's milk",100.0,54.1,13.4,23.0,7.9,1.6,1.5,292.0,480.0,277.0,,0.0,,,,,5,1,0,0,channa buffalo s milk
432,Butter,100.0,19.0,4.8,81.0,17.9,2.5,1.5,729.0,,,,3200.0,,,,,2,0,0,0,butter
433,Ghee cow,100.0,,4.8,100.0,17.9,,1.5,900.0,,,,2000.0,,,,,2,0,0,0,ghee cow
434,Ghee (Buffalo),100.0,,4.8,100.0,17.9,,1.5,900.0,,,,900.0,,,,,2,0,0,0,ghee buffalo
435,Ghee vegetable,100.0,,4.8,100.0,17.9,,1.5,129.0,,,,,,,,,2,0,0,0,ghee vegetable
436,Vegetable cooking oil,100.0,,4.8,100.0,17.9,,1.5,900.0,,,,0.0,,,,,2,0,0,0,vegetable cooking oil
437,Hydrogenated oil,100.0,,4.8,100.0,17.9,,1.5,900.0,,,,2500.0,,,,,2,0,0,0,hydrogenated oil
438,Sunflower oil,100.0,,4.8,100.0,17.9,,1.5,900.0,,,,,,,,,2,0,0,0,sunflower oil
439,Soya bean oil,100.0,,4.8,100.0,17.9,,1.5,900.0,,,,,,,,,2,0,0,0,soya bean oil
440,Corn oil,100.0,,4.8,100.0,17.9,,1.5,900.0,,,,,,,,,2,0,0,0,corn oil
441,Coconut oil,100.0,,4.8,100.0,17.9,,1.5,900.0,,,,,,,,,2,0,0,0,coconut oil
442,Cotton seed oil,100.0,,4.8,100.0,17.9,,1.5,900.0,,,,,,,,,2,0,0,0,cotton seed oil
443,Olive oil,100.0,,4.8,100.0,17.9,,1.5,900.0,,,,,,,,,2,0,0,0,olive oil
444,Ground nut oil,100.0,,4.8,100.0,17.9,,1.5,900.0,,,,,,,,,2,0,0,0,ground nut oil
445,Seasome oil,100.0,,4.8,100.0,17.9,,1.5,900.0,,,,,,,,,2,0,0,0,seasome oil
446,Linseed oil,100.0,,4.8,100.0,17.9,,1.5,900.0,,,,,,,,,2,0,0,0,linseed oil
447,Areca nut,,31.3,4.9,4.4,47.2,1.0,11.2,249.0,50.0,130.0,1.5,3.0,5.0,,0.03,0.7,3,0,1,1,areca nut
448,Betel leaves,,85.4,3.1,0.8,6.1,2.3,2.3,44.0,230.0,40.0,7.0,5760.0,,0.07,,,0,0,1,1,betel leaves
449,"Biscuit, salty",100.0,4.5,6.6,32.4,54.6,1.9,1.5,534.0,,,,,,,,,4,1,0,0,biscuit salty
450,"Biscuit, sweet",100.0,5.4,6.4,15.2,71.9,1.1,1.5,450.0,,,,,,,,,4,1,0,0,biscuit sweet
451,Brown bread,100.0,39.0,8.8,1.4,49.0,,1.2,244.0,18.0,,2.2,,,0.21,,0.7,4,1,0,0,brown bread
452,Bread white,100.0,39.0,7.8,0.7,51.9,,0.2,245.0,11.0,,1.1,,,,,,4,1,0,0,bread white
453,Corn flakes,100.0,2.2,7.4,0.5,17.9,2.1,1.1,129.0,,,,,,,,,0,1,0,0,corn flakes
454,Canu sugar,100.0,0.4,0.1,0.0,99.4,0.1,0.0,398.0,,,,,,,,,4,1,0,0,canu sugar
455,Coconut tender,,90.8,0.9,1.1,6.3,0.6,1.5,41.0,10.0,30.0,0.9,,,,,,0,0,1,1,coconut tender
456,coconut water,100.0,93.8,1.4,0.1,4.4,0.3,0.0,24.0,24.0,10.0,0.1,0.0,2.0,0.01,0.0,0.1,0,0,1,1,coconut water
457,Grounnut cake,,7.2,40.9,7.4,38.8,2.5,3.2,386.0,213.0,548.0,,,,,,,1,0,1,1,grounnut cake
458,Honey,,2.06,0.3,0.0,79.5,0.2,1.5,319.0,5.0,16.0,0.9,0.0,4.0,0.0,0.04,0.2,4,1,0,0,honey
459,jaggary white,,8.6,3.7,0.1,85.2,2.4,1.5,357.0,63.0,49.7,7.2,,,,,,4,1,0,0,jaggary white
460,Chaku,,3.6,3.9,0.5,89.7,3.4,1.5,379.0,65.0,52.1,9.6,,,,,,4,1,0,0,chaku
461,Dhatelo,,6.72,27.5,30.4,29.9,2.7,2.7,504.0,,,,,,,,,5,1,0,0,dhatelo
462,Jack fruit seeds,,64.5,6.6,0.4,25.8,1.2,1.5,133.0,50.0,97.0,1.5,10.0,11.0,0.25,0.11,0.3,0,1,0,0,jack fruit seeds
463,Jaggary cane,,3.9,0.4,0.1,95.0,0.6,1.5,383.0,80.0,40.0,11.4,168.0,0.0,0.02,0.04,0.5,4,1,0,0,jaggary cane
464,Jandh,,94.6,2.0,0.075,17.9,0.56,1.5,2.6,20.2,1.5,0.015,,,,,,0,0,1,1,jandh
465,Mahuwa flowers,89.0,18.6,4.4,0.6,72.0,2.7,1.7,311.0,140.0,140.0,15.0,23.0,7.0,0.03,0.88,5.2,4,0,1,1,mahuwa flowers
466,Malberry leaves powder,,6.4,13.0,2.1,38.2,6.7,8.5,293.0,162.6,,,,,,,,1,0,1,1,malberry leaves powder
467,Papad,100.0,20.3,18.8,0.3,52.4,8.2,1.5,228.0,80.0,300.0,17.2,0.0,0.0,,,,1,1,0,0,papad
468,Pumpkin seed,70.0,8.0,24.3,47.2,15.6,4.7,0.2,584.0,50.0,830.0,5.5,38.0,1.0,0.33,0.16,3.1,5,0,1,1,pumpkin seed
469,Sugacane juice,,90.2,0.1,0.2,9.1,0.4,1.5,39.0,10.0,10.0,1.1,6.0,,,0.04,,0,1,0,0,sugacane juice
470,Sohan papad,100.0,1.75,6.3,25.9,63.5,0.35,2.1,513.0,,,,,,,,,4,1,0,0,sohan papad
471,Yarsagumba Capsule,100.0,13.45,22.0,5.86,42.7,5.55,10.35,312.0,,204.0,22.69,,,,,,1,1,0,0,yarsagumba capsule
472,Cooked rice,,67.5,2.5,0.17,29.4,0.31,1.5,129.0,,,,,,,,,0,0,1,1,cooked rice
473,Dal(pulses),,86.3,3.3,0.6,7.4,2.28,1.5,48.7,,,,,,,,,0,0,1,1,dal pulses
474,Green vegetables,,83.1,2.0,2.61,7.3,2.59,2.32,61.0,,,,,,,,,0,0,0,0,green vegetables
475,Mixed vegetables,,82.9,1.94,2.51,7.5,2.31,2.9,61.0,,,,,,,,,0,0,0,0,mixed vegetables
476,Whole wheat bread,,,8.0,1.0,44.0,,1.5,218.0,30.0,,3.0,,,,,,4,1,0,0,whole wheat bread
477,Maize dough( Dhindo),,,2.8,1.2,22.2,,1.5,111.0,6.0,,0.72,,,,,,0,1,1,1,maize dough dhindo
478,Bengalgram vegetables,,,5.92,1.85,21.5,,1.5,127.0,71.1,,1.62,,,,,,0,0,0,0,bengalgram vegetables
479,Samosa,,41.3,4.6,14.8,36.7,2.1,0.48,298.0,,,,,,,,,4,0,0,1,samosa
480,Aaluchap,,51.5,4.2,11.5,29.6,2.5,1.01,238.0,,,,,,,,,0,0,0,1,aaluchap
481,Pakauda,,29.5,5.4,21.1,37.3,3.58,3.05,361.0,,,,,,,,,4,0,0,1,pakauda
482,Sel,,22.1,4.5,11.7,61.3,0.41,0.07,225.0,,,,,,,,,4,1,0,0,sel
483,jeri,,15.8,2.4,21.3,60.4,0.34,1.5,445.0,,,,,,,,,4,1,0,0,jeri
484,Buff Momo,100.0,53.2,11.7,7.74,24.6,1.8,0.89,215.0,,,,,,,,,0,0,1,1,buff momo
485,Chicken Momo,100.0,56.4,9.8,8.06,23.6,1.55,0.55,206.0,,,,,,,,,0,0,1,1,chicken momo
486,Paneer Momo,100.0,48.0,9.3,11.7,28.1,1.89,0.84,256.0,,,,,,,,,0,0,1,1,paneer momo
487,Paneer+Veg Momo,100.0,64.9,4.7,2.62,25.1,1.77,0.91,143.0,,,,,,,,,0,0,1,1,paneer veg momo
488,Vegetable Momo,100.0,62.9,4.4,2.25,27.6,1.63,1.17,148.0,,,,,,,,,0,0,1,1,vegetable momo
489,Aalu Naan,100.0,,5.3,0.33,41.9,0.71,0.08,175.0,,,,,,,,,0,1,1,1,aalu naan
490,Plain naan,100.0,32.4,7.6,1.53,57.9,1.21,1.5,269.0,,,,,,,,,4,1,1,1,plain naan
491,Butter naan,100.0,34.6,7.5,4.44,55.1,1.18,0.05,283.0,,,,,,,,,4,0,0,0,butter naan
492,Kimma naan( mutton),100.0,45.3,11.1,7.99,30.2,1.31,0.21,261.0,,,,,,,,,0,1,1,1,kimma naan mutton
493,Chicken naan,100.0,43.3,9.6,6.28,39.3,1.37,0.11,252.0,,,,,,,,,4,1,1,1,chicken naan
494,Veg naan,100.0,47.7,6.4,3.53,40.8,1.25,0.29,221.0,,,,,,,,,4,1,1,1,veg naan
495,Paneer naan,100.0,44.2,4.8,7.73,38.1,1.34,0.08,256.0,,,,,,,,,4,1,1,1,paneer naan
496,Maize: Wheat: soybean,,4.5,22.2,14.9,55.7,2.67,1.5,446.0,,,,,,,,,1,0,1,1,maize wheat soybean
497,"Maize, wheat and germinated green mung",,4.2,17.0,11.7,65.0,2.12,1.5,433.0,,368.0,5.5,,29.6,,,,4,1,0,0,maize wheat and germinated green mung
498,"Amaranths seed, barley, soybean",,3.8,25.6,12.5,54.5,3.55,1.5,433.0,,533.0,4.4,,16.2,,,,1,1,0,0,amaranths seed barley soybean
499,"Germinated buckwheat, amaranths seed, soybean",,3.3,24.4,3.3,54.9,3.34,1.5,386.0,,492.0,2.54,,16.1,,,,1,1,0,0,germinated buckwheat amaranths seed soybean
500,"Foxtail millet, Maize, soybean",,4.0,21.1,3.4,54.9,3.36,1.5,453.0,,425.0,2.7,,15.8,,,,1,0,1,1,foxtail millet maize soybean
501,"Germinated buckwheat, G green mung, Maize",,4.9,18.6,5.1,9.1,2.4,1.5,396.0,,351.0,3.1,,22.6,,,,1,1,0,0,germinated buckwheat g green mung maize
502,"Uwa, Maize and soybean",,4.7,21.6,16.6,57.5,3.8,1.5,449.0,,454.0,3.8,,14.1,,,,1,0,1,1,uwa maize and soybean
503,"Barley, Maize and soybean",,4.6,22.3,11.8,57.5,3.8,1.5,425.0,,450.0,2.5,,13.8,,,,1,0,1,1,barley maize and soybean
504,"Proso millet,,wheat, Green Mung",,3.0,18.4,2.8,72.8,3.0,1.5,390.0,,363.0,2.6,,13.3,,,,4,1,0,0,proso millet wheat green mung
505,Wheat and Green mung (1:1),,7.7,15.0,1.9,72.0,2.1,1.3,365.1,61.6,149.0,13.7,,,,,,4,1,0,0,wheat and green mung 1 1
506,Barley and black gram (1:1),,7.3,15.1,1.7,70.7,2.5,2.7,358.5,8.7,339.0,8.7,,,,,,4,1,0,0,barley and black gram 1 1
507,"Wheat, rice and green mung",,5.4,10.2,7.0,73.7,2.1,1.6,398.6,30.0,285.0,2.3,,,,,,4,0,1,1,wheat rice and green mung
508,"Rice, maize and Bengal gram",,5.7,8.4,2.6,79.7,1.8,1.8,375.8,35.0,280.0,2.2,,,,,,4,0,1,1,rice maize and bengal gram
509,"Millet, rice and and Blackgram",,5.8,12.9,3.4,74.1,2.4,1.4,378.6,107.0,162.0,20.0,,,,,,4,0,1,1,millet rice and and blackgram
510,Millet and blackgram (1:1),,9.2,13.8,4.4,66.2,2.9,3.5,359.6,146.0,146.0,120.0,,,,,,4,1,0,0,millet and blackgram 1 1
511,Rice and blackgram (1:1),,10.2,12.3,4.9,70.5,1.4,0.7,375.3,56.0,179.0,25.0,,,,,,4,0,1,1,rice and blackgram 1 1
512,"Rice, wheat and bengalgram",,4.7,9.3,11.8,71.2,2.1,0.9,428.2,101.0,297.0,4.0,,,,,,4,0,1,1,rice wheat and bengalgram
513,Jaulo (rice and green mung) 2:1,,64.5,11.4,5.2,11.4,1.3,2.0,300.0,120.0,500.0,6.0,,,,,,0,0,1,1,jaulo rice and green mung 2 1
514,Amala,,93.0,2.0,0.9,2.1,1.5,1.4,16.0,20.5,,,,29.5,,,,0,1,0,0,amala
515,Asparagus,,92.9,2.1,0.3,3.8,0.7,0.2,27.0,22.5,,,,20.87,,,,0,0,1,1,asparagus
516,Bander bheti,,56.2,2.4,0.2,27.3,0.7,3.1,320.0,45.1,,,,11.7,,,,0,0,1,1,bander bheti
517,Banderi saag,,90.0,3.5,0.3,4.3,1.3,0.8,33.0,89.0,,,,,,,,0,0,1,0,banderi saag
518,Ban tarul,,76.2,1.7,0.0,17.7,3.1,1.3,77.0,43.0,,43.0,,5.45,,,,0,0,1,1,ban tarul
519,Bethe sag,,78.0,7.1,0.9,8.8,3.6,2.0,64.0,400.0,,,3334.4,,,,,0,0,1,1,bethe sag
520,"Bhriingraj, antalicha",,84.9,3.1,0.8,64.0,2.7,1.7,46.0,224.0,,,3577.0,5.45,,,,4,0,1,1,bhriingraj antalicha
521,Chamsur jhar,,86.6,3.6,0.6,5.7,0.6,2.3,43.0,382.0,,,,133.3,,,,0,0,1,1,chamsur jhar
522,chinia,,81.5,6.1,0.9,8.7,2.2,1.5,59.0,,,,24.85,3.7,,,,0,0,1,1,chinia
523,Chitlang sag,,87.5,2.4,0.2,6.7,2.0,1.1,38.0,4.0,,,,24.8,,,,0,0,1,1,chitlang sag
524,Chutro,,72.0,2.5,6.9,16.2,1.0,1.4,87.0,,,,,,,,,0,0,1,1,chutro
525,Damaiphal,,85.0,0.5,0.3,11.5,0.8,1.7,51.0,60.0,,,,,,,,0,0,1,1,damaiphal
526,"Wild mushroom,dry",,13.5,12.7,1.65,17.9,16.6,10.89,129.0,,426.0,16.33,,,,,,3,0,1,0,wild mushroom dry
527,Frase tarul,,75.0,1.6,0.9,21.0,0.7,1.5,91.0,,,,,,,,,0,0,1,1,frase tarul
528,Gande,,82.0,2.1,0.3,11.0,2.0,2.5,55.0,105.5,54.95,16.25,43.53,7.56,,,,0,0,1,1,gande
529,Ghod tapre,,79.0,3.0,0.2,13.6,1.5,2.6,68.0,155.94,50.0,8.0,,12.91,,,,0,0,1,1,ghod tapre
530,Ginare dried,,7.2,22.0,0.9,37.7,21.1,12.0,238.0,232.4,,,,,,,,3,0,1,1,ginare dried
531,Githa,,74.0,1.5,0.1,22.0,0.8,1.3,96.0,61.5,81.0,3.2,707.5,5.6,,,,0,0,1,1,githa
532,Guyelo,,68.0,4.6,0.7,17.9,1.0,7.8,96.0,70.2,,,,1.6,,,,0,1,0,0,guyelo
533,Hathale sag,,90.0,3.1,0.3,3.8,1.3,1.3,31.0,76.6,,,,9514.0,,,,0,0,1,1,hathale sag
534,Jamun,,87.0,4.0,0.9,6.0,1.6,1.4,40.0,23.15,,,,,,,,0,1,0,0,jamun
535,Kali Kath,,65.4,1.59,0.69,25.4,1.14,5.76,114.0,95.09,,,,,,,,0,0,1,1,kali kath
536,Kali mayel,,69.0,0.7,0.9,21.3,0.7,8.3,89.0,,,,,,,,,0,0,1,1,kali mayel
537,Kamal phal,,81.7,1.8,0.3,10.3,1.0,4.7,51.0,21.1,,,,,,,,0,0,1,1,kamal phal
538,Kane saag,,91.0,2.3,0.1,3.2,1.6,1.7,23.0,820.8,53.1,7.0,3116.0,14.39,,,,0,0,1,0,kane saag
539,Kavro,,69.0,2.8,0.9,25.8,0.8,1.6,114.0,,,,,,,,,0,0,1,1,kavro
540,Khaneu,,85.1,1.4,0.3,5.6,1.3,6.1,31.0,180.7,,,,,,,,0,0,1,1,khaneu
541,Koiralo,,84.3,1.0,3.4,8.1,2.0,0.8,54.0,75.9,,,,,,,,0,0,1,1,koiralo
